iter	Passed	Remaining
262	388	1089
263	390	1088
264	392	1087
265	393	1086
266	395	1085
267	396	1084
268	398	1082
269	400	1081
270	401	1080
271	403	1079
272	404	1077
273	406	1076
274	407	1074
275	408	1072
276	410	1071
277	411	1069
278	413	1067
279	414	1066
280	416	1064
281	417	1062
282	418	1061
283	420	1059
284	421	1057
285	422	1055
286	424	1054
287	425	1052
288	427	1051
289	428	1050
290	430	1048
291	431	1046
292	433	1045
293	434	1043
294	435	1041
295	437	1039
296	438	1038
297	440	1036
298	441	1035
299	442	1033
300	444	1031
301	445	1029
302	446	1028
303	448	1026
304	449	1024
305	451	1022
306	452	1021
307	453	1019
308	455	1018
309	456	1016
310	458	1014
311	459	1012
312	460	1011
313	462	1009
314	463	1008
315	464	1006
316	466	1004
317	467	1003
318	468	1001
319	470	999
320	471	997
321	472	995
322	474	993
323	475	992
324	476	990
325	478	988
326	479	987
327	480	985
328	482	983
329	483	982
330	485	980
331	486	978
332	487	976
333	489	975
334	490	973
335	491	971
336	493	969
337	494	967
338	495	966
339	496	964
340	498	962
341	499	961
342	500	959
343	502	957
344	503	955
345	504	954
346	506	952
347	507	950
348	508	948
349	510	947
350	511	945
351	512	943
352	513	941
353	515	940
354	516	938
355	517	936
356	519	934
357	520	933
358	521	931
359	523	930
360	524	928
361	525	926
362	527	925
363	528	923
364	529	921
365	531	920
366	532	918
367	533	917
368	535	915
369	536	913
370	538	912
371	539	910
372	540	909
373	542	907
374	543	906
375	544	904
376	546	902
377	547	901
378	548	899
379	550	897
380	551	896
381	553	894
382	554	893
383	555	891
384	557	890
385	558	888
386	559	886
387	561	885
388	562	883
389	564	882
390	565	880
391	566	879
392	568	877
393	569	876
394	570	874
395	572	872
396	573	871
397	574	869
398	576	868
399	577	866
400	578	864
401	580	863
402	581	861
403	583	860
404	584	858
405	585	857
406	587	855
407	588	853
408	589	852
409	591	850
410	592	848
411	593	847
412	594	845
413	596	844
414	597	842
415	599	840
416	600	839
417	601	837
418	603	836
419	604	834
420	605	833
421	607	831
422	608	830
423	609	828
424	611	826
425	612	825
426	613	823
427	615	822
428	616	820
429	617	818
430	619	817
431	620	815
432	621	814
433	623	812
434	624	811
435	625	809
436	627	808
437	628	806
438	630	805
439	631	803
440	632	801
441	633	800
442	635	798
443	636	797
444	638	795
445	639	794
446	640	792
447	642	791
448	643	789
449	644	788
450	646	786
451	647	785
452	648	783
453	650	781
454	651	780
455	653	779
456	654	777
457	655	776
458	657	774
459	658	773
460	660	771
461	661	770
462	662	768
463	664	767
464	665	765
465	666	764
466	668	762
467	669	761
468	670	759
469	672	757
470	673	756
471	674	754
472	676	753
473	677	751
474	678	750
475	680	748
476	681	747
477	682	745
478	684	744
479	685	742
480	687	741
481	688	739
482	689	738
483	691	736
484	692	735
485	694	734
486	695	732
487	696	731
488	698	729
489	699	728
490	700	726
491	702	725
492	703	723
493	705	722
494	706	720
495	707	719
496	709	717
497	711	716
498	712	715
499	714	714
500	715	713
501	717	711
502	718	710
503	720	709
504	722	707
505	723	706
506	725	705
507	726	703
508	728	702
509	729	701
510	731	699
511	732	698
512	734	697
513	736	695
514	737	694
515	739	693
516	740	692
517	742	690
518	744	689
519	745	688
520	747	686
521	748	685
522	750	684
523	751	683
524	753	681
525	755	680
526	756	679
527	758	677
528	759	676
529	761	675
530	763	673
531	764	672
532	766	671
533	767	670
534	769	668
535	770	667
536	772	665
537	773	664
538	775	663
539	777	661
540	778	660
541	780	659
542	781	658
543	783	656
544	784	655
545	786	654
546	788	652
547	789	651
548	791	650
549	792	648
550	794	647
551	796	646
552	797	644
553	799	643
554	801	642
555	802	641
556	804	639
557	806	638
558	807	637
559	809	636
560	811	634
561	812	633
562	814	632
563	816	631
564	817	629
565	819	628
566	821	627
567	822	625
568	824	624
569	826	623
570	827	621
571	829	620
572	830	619
573	832	617
574	833	616
575	835	615
576	837	613
577	838	612
578	840	611
579	842	609
580	843	608
581	845	606
582	846	605
583	848	604
584	849	602
585	851	601
586	853	600
587	854	598
588	856	597
589	857	595
590	859	594
591	860	592
592	861	591
593	863	589
594	864	588
595	865	586
596	867	585
597	868	583
598	870	582
599	871	581
600	872	579
601	874	577
602	875	576
603	876	574
604	878	573
605	879	571
606	881	570
607	882	568
608	883	567
609	884	565
610	886	564
611	887	562
612	888	561
613	890	559
614	891	558
615	892	556
616	894	555
617	895	553
618	896	551
619	898	550
620	899	548
621	900	547
622	902	545
623	903	544
624	904	542
625	906	541
626	907	539
627	909	538
628	910	536
629	911	535
630	913	533
631	914	532
632	916	531
633	917	529
634	918	528
635	919	526
636	921	524
637	922	523
638	924	522
639	925	520
640	926	518
641	927	517
642	929	515
643	930	514
644	932	512
645	933	511
646	934	509
647	935	508
648	937	506
649	938	505
650	939	503
651	941	502
652	942	500
653	944	499
654	945	497
655	946	496
656	948	495
657	949	493
658	951	492
659	952	490
660	953	489
661	954	487
662	956	486
663	957	484
664	958	483
665	960	481
666	961	480
667	963	478
668	964	477
669	965	475
670	966	474
671	968	472
672	969	471
673	971	469
674	972	468
675	973	466
676	975	465
677	976	463
678	977	462
679	979	460
680	980	459
681	981	457
682	983	456
683	984	454
684	985	453
685	987	451
686	988	450
687	989	448
688	991	447
689	992	445
690	994	444
691	995	443
692	996	441
693	998	440
694	999	438
695	1001	437
696	1002	435
697	1004	434
698	1005	432
699	1006	431
700	1008	430
701	1009	428
702	1011	427
703	1012	425
704	1013	424
705	1015	422
706	1016	421
707	1018	419
708	1019	418
709	1020	416
710	1021	415
711	1023	413
712	1024	412
713	1025	410
714	1027	409
715	1028	408
716	1030	406
717	1031	405
718	1032	403
719	1034	402
720	1035	400
721	1036	399
722	1038	397
723	1039	396
724	1040	394
725	1042	393
726	1043	391
727	1045	390
728	1046	389
729	1047	387
730	1049	386
731	1050	384
732	1051	383
733	1053	381
734	1054	380
735	1055	378
736	1057	377
737	1058	375
738	1059	374
739	1061	372
740	1062	371
741	1064	369
742	1065	368
743	1066	367
744	1068	365
745	1069	364
746	1070	362
747	1072	361
748	1073	359
749	1075	358
750	1076	356
751	1077	355
752	1079	353
753	1080	352
754	1081	351
755	1083	349
756	1084	348
757	1085	346
758	1087	345
759	1088	343
760	1089	342
761	1091	340
762	1092	339
763	1094	337
764	1095	336
765	1096	335
766	1098	333
767	1099	332
768	1100	330
769	1102	329
770	1103	327
771	1104	326
772	1106	324
773	1107	323
774	1109	322
775	1110	320
776	1111	319
777	1113	317
778	1114	316
779	1115	314
780	1117	313
781	1118	311
782	1119	310
783	1121	308
784	1122	307
785	1124	306
786	1125	304
787	1126	303
788	1128	301
789	1129	300
790	1131	298
791	1132	297
792	1133	296
793	1135	294
794	1136	293
795	1138	291
796	1139	290
797	1140	288
798	1142	287
799	1143	285
800	1145	284
801	1146	283
802	1147	281
803	1149	280
804	1150	278
805	1151	277
806	1153	275
807	1154	274
808	1155	272
809	1157	271
810	1158	269
811	1159	268
812	1161	267
813	1162	265
814	1164	264
815	1165	262
816	1166	261
817	1168	259
818	1169	258
819	1170	257
820	1172	255
821	1173	254
822	1175	252
823	1176	251
824	1177	249
825	1179	248
826	1180	246
827	1181	245
828	1183	244
829	1184	242
830	1185	241
831	1187	239
832	1188	238
833	1190	236
834	1191	235
835	1192	234
836	1194	232
837	1195	231
838	1196	229
839	1198	228
840	1199	226
841	1200	225
842	1202	223
843	1203	222
844	1205	221
845	1206	219
846	1207	218
847	1209	216
848	1210	215
849	1211	213
850	1213	212
851	1214	211
852	1216	209
853	1217	208
854	1218	206
855	1220	205
856	1221	203
857	1222	202
858	1224	200
859	1225	199
860	1226	198
861	1228	196
862	1229	195
863	1230	193
864	1232	192
865	1233	190
866	1235	189
867	1237	188
868	1238	186
869	1240	185
870	1242	183
871	1243	182
872	1245	181
873	1247	179
874	1248	178
875	1250	177
876	1252	175
877	1253	174
878	1255	172
879	1256	171
880	1258	169
881	1260	168
882	1261	167
883	1263	165
884	1264	164
885	1266	162
886	1268	161
887	1269	160
888	1271	158
889	1272	157
890	1274	155
891	1276	154
892	1277	153
893	1279	151
894	1281	150
895	1282	148
896	1284	147
897	1286	146
898	1287	144
899	1289	143
900	1291	141
901	1293	140
902	1294	139
903	1296	137
904	1298	136
905	1299	134
906	1301	133
907	1302	132
908	1304	130
909	1305	129
910	1307	127
911	1308	126
912	1310	124
913	1311	123
914	1313	122
915	1315	120
916	1317	119
917	1319	117
918	1320	116
919	1322	115
920	1324	113
921	1325	112
922	1327	110
923	1328	109
924	1330	107
925	1332	106
926	1333	105
927	1335	103
928	1336	102
929	1338	100
930	1340	99
931	1341	97
932	1343	96
933	1344	95
934	1346	93
935	1347	92
936	1349	90
937	1351	89
938	1352	87
939	1354	86
940	1355	85
941	1357	83
942	1359	82
943	1360	80
944	1362	79
945	1363	77
946	1365	76
947	1367	74
948	1368	73
949	1370	72
950	1372	70
951	1373	69
952	1375	67
953	1376	66
954	1378	64
955	1379	63
956	1381	62
957	1382	60
958	1384	59
959	1385	57
960	1386	56
961	1388	54
962	1389	53
963	1391	51
964	1392	50
965	1393	49
966	1395	47
967	1396	46
968	1398	44
969	1399	43
970	1401	41
971	1402	40
972	1403	38
973	1405	37
974	1406	36
975	1407	34
976	1409	33
977	1410	31
978	1411	30
979	1413	28
980	1414	27
981	1416	25
982	1417	24
983	1419	23
984	1420	21
985	1421	20
986	1423	18
987	1424	17
988	1425	15
989	1427	14
990	1428	12
991	1430	11
992	1431	10
993	1432	8
994	1434	7
995	1435	5
996	1437	4
997	1438	2
998	1439	1
999	1441	0
